Row Labels,Count of Latency
"1728782091529	",49
"1728782091530	",11
"1728782091531	",110
"1728782091532	",49
"1728782091533	",11
"1728782091534	",85
"1728782091535	",66
"1728782091536	",14
"1728782091537	",45
"1728782091538	",70
"1728782091539	",51
"1728782091540	",39
"1728782091541	",75
"1728782091542	",9
"1728782091543	",111
"1728782091544	",3
"1728782091545	",50
"1728782091546	",65
"1728782091547	",51
"1728782091548	",35
"1728782091549	",35
"1728782091550	",101
"1728782091551	",45
"1728782091552	",19
"1728782091553	",60
"1728782091554	",57
"1728782091555	",52
"1728782091556	",45
"1728782091557	",46
"1728782091558	",43
"1728782091559	",63
"1728782091560	",54
"1728782091561	",25
"1728782091562	",67
"1728782091563	",48
"1728782091564	",56
"1728782091565	",41
"1728782091566	",73
"1728782091567	",15
"1728782091568	",57
"1728782091569	",83
"1728782091570	",12
"1728782091571	",19
"1728782091572	",66
"1728782091573	",41
"1728782091574	",42
"1728782091575	",21
"1728782091576	",89
"1728782091577	",52
"1728782091578	",25
"1728782091579	",76
"1728782091580	",55
"1728782091581	",16
"1728782091582	",1
"1728782091600	",23
"1728782091601	",112
"1728782091602	",45
"1728782091603	",10
"1728782091604	",93
"1728782091605	",59
"1728782091606	",13
"1728782091607	",37
"1728782091608	",91
"1728782091609	",40
"1728782091610	",21
"1728782091611	",85
"1728782091612	",43
"1728782091613	",38
"1728782091614	",73
"1728782091615	",46
"1728782091616	",62
"1728782091617	",48
"1728782091618	",49
"1728782091619	",27
"1728782091620	",1
"1728782091635	",44
"1728782091636	",98
"1728782091637	",46
"1728782091638	",35
"1728782091639	",93
"1728782091640	",28
"1728782091641	",47
"1728782091642	",59
"1728782091643	",36
"1728782091644	",40
"1728782091645	",63
"1728782091646	",41
"1728782091647	",34
"1728782091648	",77
"1728782091649	",41
"1728782091650	",60
"1728782091651	",42
"1728782091652	",28
"1728782091653	",32
"1728782091654	",95
"1728782091655	",16
"1728782091656	",58
"1728782091657	",54
"1728782091658	",53
"1728782091659	",19
"1728782091660	",84
"1728782091661	",15
"1728782091662	",54
"1728782091663	",73
"1728782091664	",41
"1728782091665	",61
"1728782091666	",59
"1728782091667	",12
"1728782091668	",80
"1728782091669	",36
"1728782091670	",60
"1728782091671	",43
"1728782091672	",42
"1728782091673	",40
"1728782091674	",70
"1728782091675	",34
"1728782091676	",25
"1728782091677	",76
"1728782091678	",61
"1728782091679	",31
"1728782091680	",62
"1728782091681	",50
"1728782091682	",69
"1728782091683	",22
"1728782091684	",77
"1728782091685	",55
"1728782091686	",14
"1728782091687	",85
"1728782091688	",38
"1728782091689	",44
"1728782091690	",49
"1728782091691	",66
"1728782091692	",45
"1728782091693	",57
"1728782091694	",54
"1728782091695	",46
"1728782091696	",37
"1728782091697	",57
"1728782091698	",37
"1728782091699	",68
"1728782091700	",37
"1728782091701	",76
"1728782091702	",38
"1728782091703	",29
"1728782091704	",100
"1728782091705	",38
"1728782091706	",10
"1728782091707	",111
"1728782091708	",35
"1728782091709	",29
"1728782091710	",77
"1728782091711	",35
"1728782091712	",50
"1728782091713	",36
"1728782091714	",81
"1728782091715	",32
"1728782091716	",47
"1728782091717	",53
"1728782091718	",52
"1728782091719	",58
"1728782091720	",2
"1728782091721	",89
"1728782091722	",63
"1728782091723	",12
"1728782091724	",60
"1728782091725	",42
"1728782091726	",62
"1728782091727	",32
"1728782091728	",73
"1728782091729	",59
"1728782091730	",8
"1728782091731	",80
"1728782091732	",46
"1728782091733	",42
"1728782091734	",5
"1728782091735	",80
"1728782091736	",52
"1728782091737	",31
"1728782091738	",76
"1728782091739	",37
"1728782091740	",54
"1728782091741	",7
"1728782091742	",82
"1728782091743	",37
"1728782091744	",41
"1728782091745	",17
"1728782091746	",106
"1728782091747	",43
"1728782091748	",8
"1728782091749	",45
"1728782091750	",67
"1728782091751	",44
"1728782091752	",13
"1728782091753	",100
"1728782091754	",47
"1728782091755	",36
"1728782091756	",16
"1728782091757	",89
"1728782091758	",50
"1728782091759	",34
"1728782091760	",49
"1728782091761	",80
"1728782091762	",33
"1728782091763	",40
"1728782091764	",64
"1728782091765	",50
"1728782091766	",40
"1728782091767	",66
"1728782091768	",54
"1728782091769	",49
"1728782091770	",40
"1728782091771	",77
"1728782091772	",52
"1728782091773	",28
"1728782091774	",72
"1728782091775	",53
"1728782091776	",32
"1728782091777	",64
"1728782091778	",35
"1728782091779	",60
"1728782091780	",47
"1728782091781	",55
"1728782091782	",25
"1728782091783	",83
"1728782091784	",59
"1728782091785	",25
"1728782091786	",84
"1728782091787	",25
"1728782091788	",58
"1728782091789	",14
"1728782091790	",86
"1728782091791	",11
"1728782091792	",95
"1728782091793	",65
"1728782091794	",12
"1728782091795	",88
"1728782091796	",61
"1728782091797	",13
"1728782091798	",81
"1728782091799	",41
"1728782091800	",42
"1728782091801	",78
"1728782091802	",42
"1728782091803	",48
"1728782091804	",83
"1728782091805	",30
"1728782091806	",53
"1728782091807	",33
"1728782091808	",71
"1728782091809	",64
"1728782091810	",35
"1728782091811	",62
"1728782091812	",59
"1728782091813	",35
"1728782091814	",51
"1728782091815	",25
"1728782091816	",82
"1728782091817	",67
"1728782091818	",22
"1728782091819	",56
"1728782091820	",79
"1728782091821	",32
"1728782091822	",16
"1728782091823	",113
"1728782091824	",39
"1728782091825	",2
"1728782091826	",99
"1728782091827	",66
"1728782091828	",1
"1728782091829	",56
"1728782091830	",84
"1728782091831	",28
"1728782091832	",63
"1728782091833	",48
"1728782091834	",55
"1728782091835	",67
"1728782091836	",43
"1728782091837	",58
"1728782091838	",16
"1728782091839	",89
"1728782091840	",42
"1728782091841	",33
"1728782091842	",51
"1728782091843	",64
"1728782091844	",63
"1728782091845	",74
"1728782091846	",21
"1728782091847	",22
"1728782091848	",105
"1728782091849	",40
"1728782091850	",18
"1728782091851	",66
"1728782091852	",70
"1728782091853	",44
"1728782091854	",34
"1728782091855	",74
"1728782091856	",55
"1728782091857	",40
"1728782091858	",79
"1728782091859	",52
"1728782091860	",37
"1728782091861	",79
"1728782091862	",48
"1728782091863	",41
"1728782091864	",7
"1728782091865	",114
"1728782091866	",46
"1728782091867	",8
"1728782091868	",84
"1728782091869	",65
"1728782091870	",18
"1728782091871	",74
"1728782091872	",66
"1728782091873	",22
"1728782091874	",64
"1728782091875	",76
"1728782091876	",26
"1728782091877	",69
"1728782091878	",61
"1728782091879	",39
"1728782091880	",65
"1728782091881	",62
"1728782091882	",38
"1728782091883	",28
"1728782091884	",86
"1728782091885	",53
"1728782091886	",10
"1728782091887	",101
"1728782091888	",49
"1728782091889	",11
"1728782091890	",67
"1728782091891	",59
"1728782091892	",41
"1728782091893	",63
"1728782091894	",52
"1728782091895	",32
"1728782091896	",29
"1728782091897	",42
"1728782091898	",28
"1728782091899	",93
"1728782091900	",44
"1728782091901	",43
"1728782091902	",48
"1728782091903	",40
"1728782091904	",78
"1728782091905	",38
"1728782091906	",36
"1728782091907	",13
"1728782091922	",13
"1728782091923	",45
"1728782091924	",58
"1728782091925	",61
"1728782091926	",51
"1728782091927	",22
"1728782091928	",67
"1728782091929	",64
"1728782091930	",40
"1728782091931	",46
"1728782091932	",50
"1728782091933	",56
"1728782091934	",47
"1728782091935	",39
"1728782091936	",45
"1728782091937	",55
"1728782091938	",63
"1728782091939	",39
"1728782091940	",38
"1728782091941	",46
"1728782091942	",49
"1728782091943	",43
"1728782091944	",51
"1728782091945	",30
"1728782091946	",46
"1728782091947	",49
"1728782091948	",47
"1728782091949	",52
"1728782091950	",37
"1728782091951	",45
"1728782091952	",47
"1728782091953	",55
"1728782091954	",43
"1728782091955	",40
"1728782091956	",48
"1728782091957	",39
"1728782091958	",52
"1728782091959	",50
"1728782091960	",31
"1728782091961	",48
"1728782091962	",30
"1728782091963	",32
"1728782091964	",31
"1728782091965	",45
"1728782091966	",20
"1728782091967	",37
"1728782091968	",32
"1728782091969	",31
"1728782091970	",21
"1728782091971	",26
"1728782091972	",22
"1728782091973	",51
"1728782091974	",28
"1728782091975	",12
"1728782091976	",25
"1728782091977	",38
"1728782091978	",47
"1728782091979	",10
"1728782091980	",49
"1728782091981	",21
"1728782091982	",31
"1728782091983	",60
"1728782091984	",31
"1728782091985	",27
"1728782091986	",25
"1728782091987	",63
"1728782091988	",40
"1728782091989	",56
"1728782091990	",28
"1728782091991	",60
"1728782091992	",40
"1728782091993	",48
"1728782091994	",42
"1728782091995	",49
"1728782091996	",53
"1728782091997	",59
"1728782091998	",30
"1728782091999	",43
"1728782092000	",22
"1728782092001	",3
"1728782092002	",51
"1728782092003	",46
"1728782092004	",41
"1728782092005	",33
"1728782092006	",51
"1728782092007	",51
"1728782092008	",29
"1728782092009	",78
"1728782092010	",41
"1728782092011	",52
"1728782092012	",75
"1728782092013	",41
"1728782092014	",50
"1728782092015	",79
"1728782092016	",28
"1728782092017	",28
"1728782092018	",35
"1728782092019	",84
"1728782092020	",9
"1728782092021	",24
"1728782092022	",57
"1728782092023	",62
"1728782092024	",16
"1728782092025	",46
"1728782092026	",43
"1728782092027	",30
"1728782092028	",43
"1728782092029	",55
"1728782092030	",43
"1728782092031	",43
"1728782092032	",37
"1728782092033	",39
"1728782092034	",47
"1728782092035	",15
"1728782092036	",54
"1728782092037	",9
"1728782092038	",65
"1728782092039	",28
"1728782092040	",44
"1728782092041	",23
"1728782092042	",54
"1728782092043	",45
"1728782092044	",23
"1728782092045	",17
"1728782092046	",17
"1728782092047	",71
"1728782092048	",47
"1728782092049	",17
"1728782092050	",112
"1728782092051	",20
"1728782092052	",89
"1728782092053	",35
"1728782092054	",77
"1728782092055	",74
"1728782092056	",29
"1728782092057	",83
"1728782092058	",64
"1728782092059	",36
"1728782092060	",59
"1728782092061	",56
"1728782092062	",33
"1728782092063	",58
"1728782092064	",65
"1728782092065	",3
"1728782092066	",56
"1728782092067	",104
"1728782092068	",9
"1728782092069	",86
"1728782092070	",36
"1728782092071	",62
"1728782092072	",70
"1728782092073	",38
"1728782092074	",80
"1728782092075	",41
"1728782092076	",45
"1728782092077	",70
"1728782092078	",44
"1728782092079	",57
"1728782092080	",44
"1728782092081	",72
"1728782092082	",49
"1728782092083	",55
"1728782092084	",85
"1728782092085	",28
"1728782092086	",77
"1728782092087	",40
"1728782092088	",73
"1728782092089	",35
"1728782092090	",78
"1728782092091	",57
"1728782092092	",73
"1728782092093	",38
"1728782092094	",81
"1728782092095	",62
"1728782092096	",25
"1728782092097	",73
"1728782092098	",62
"1728782092099	",56
"1728782092100	",50
"1728782092101	",64
"1728782092102	",76
"1728782092103	",35
"1728782092104	",48
"1728782092105	",10
"1728782092106	",86
"1728782092107	",66
"1728782092108	",16
"1728782092109	",103
"1728782092110	",48
"1728782092111	",36
"1728782092112	",80
"1728782092113	",3
"1728782092114	",67
"1728782092115	",87
"1728782092116	",11
"1728782092117	",59
"1728782092118	",90
"1728782092119	",38
"1728782092120	",55
"1728782092121	",75
"1728782092122	",40
"1728782092123	",44
"1728782092124	",90
"1728782092125	",57
"1728782092126	",39
"1728782092127	",87
"1728782092128	",44
"1728782092129	",61
"1728782092130	",59
"1728782092131	",48
"1728782092132	",71
"1728782092133	",59
"1728782092134	",67
"1728782092135	",42
"1728782092136	",49
"1728782092137	",62
"1728782092138	",31
"1728782092139	",79
"1728782092140	",51
"1728782092141	",28
"1728782092142	",89
"1728782092143	",71
"1728782092144	",25
"1728782092145	",71
"1728782092146	",72
"1728782092147	",19
"1728782092148	",76
"1728782092149	",14
"1728782092150	",88
"1728782092151	",79
"1728782092152	",3
"1728782092153	",85
"1728782092154	",51
"1728782092155	",28
"1728782092156	",1
"1728782092157	",53
"1728782092158	",56
"1728782092159	",57
"1728782092160	",52
"1728782092161	",52
"1728782092162	",15
"1728782092163	",104
"1728782092164	",55
"1728782092165	",30
"1728782092166	",81
"1728782092167	",55
"1728782092168	",47
"1728782092169	",64
"1728782092170	",55
"1728782092171	",39
"1728782092172	",72
"1728782092173	",55
"1728782092174	",55
"1728782092175	",66
"1728782092176	",46
"1728782092177	",1
"1728782092178	",108
"1728782092179	",58
"1728782092180	",17
"1728782092181	",80
"1728782092182	",61
"1728782092183	",25
"1728782092184	",79
"1728782092185	",51
"1728782092186	",4
"1728782092187	",99
"1728782092188	",65
"1728782092189	",40
"1728782092190	",72
"1728782092191	",12
"1728782092192	",89
"1728782092193	",65
"1728782092194	",11
"1728782092195	",81
"1728782092196	",82
"1728782092197	",2
"1728782092198	",80
"1728782092199	",53
"1728782092200	",32
"1728782092201	",64
"1728782092202	",54
"1728782092203	",44
"1728782092204	",72
"1728782092205	",62
"1728782092206	",34
"1728782092207	",74
"1728782092208	",71
"1728782092209	",12
"1728782092210	",48
"1728782092211	",90
"1728782092212	",16
"1728782092213	",87
"1728782092214	",42
"1728782092215	",36
"1728782092216	",69
"1728782092217	",49
"1728782092218	",61
"1728782092219	",26
"1728782092220	",68
"1728782092221	",78
"1728782092222	",33
"1728782092223	",44
"1728782092224	",77
"1728782092225	",65
"1728782092226	",30
"1728782092227	",59
"1728782092228	",74
"1728782092229	",66
"1728782092230	",36
"1728782092231	",51
"1728782092232	",76
"1728782092233	",65
"1728782092234	",9
"1728782092235	",53
"1728782092236	",53
"1728782092237	",41
"1728782092238	",75
"1728782092239	",61
"1728782092240	",23
"1728782092241	",63
"1728782092242	",63
"1728782092243	",79
"1728782092244	",50
"1728782092245	",35
"1728782092246	",58
"1728782092247	",63
"1728782092248	",75
"1728782092249	",36
"1728782092250	",28
"1728782092251	",75
"1728782092252	",52
"1728782092253	",40
"1728782092254	",66
"1728782092255	",37
"1728782092256	",68
"1728782092257	",38
"1728782092258	",30
"1728782092259	",57
"1728782092260	",58
"1728782092261	",61
"1728782092262	",62
"1728782092263	",22
"1728782092264	",31
"1728782092280	",39
"1728782092281	",55
"1728782092282	",52
"1728782092283	",57
"1728782092284	",59
"1728782092285	",55
"1728782092286	",50
"1728782092287	",57
"1728782092288	",60
"1728782092289	",61
"1728782092290	",60
"1728782092291	",61
"1728782092292	",51
"1728782092293	",60
"1728782092294	",49
"1728782092295	",66
"1728782092296	",53
"1728782092297	",55
"1728782092298	",60
"1728782092299	",57
"1728782092300	",52
"1728782092301	",49
"1728782092302	",57
"1728782092303	",8
"1728782092304	",16
"1728782092305	",54
"1728782092306	",49
"1728782092307	",45
"1728782092308	",49
"1728782092309	",45
"1728782092311	",58
"1728782092312	",18
"1728782092313	",46
"1728782092314	",44
"1728782092315	",35
"1728782092316	",43
"1728782092317	",40
"1728782092318	",35
"1728782092319	",35
"1728782092320	",39
"1728782092321	",28
"1728782092322	",29
"1728782092323	",32
"1728782092324	",27
"1728782092325	",30
"1728782092326	",27
"1728782092327	",26
"1728782092328	",23
"1728782092329	",26
"1728782092330	",26
"1728782092331	",18
"1728782092332	",16
"1728782092333	",16
"1728782092334	",16
"1728782092335	",21
"1728782092336	",13
"1728782092337	",11
"1728782092338	",8
"1728782092339	",8
"1728782092340	",10
"1728782092341	",10
"1728782092342	",6
"1728782092343	",7
"1728782092344	",2
"1728782092345	",4
"1728782092346	",5
"1728782092347	",5
"1728782092348	",4
"1728782092349	",2
"1728782092350	",5
"1728782092351	",4
"1728782092352	",3
"1728782092353	",2
"1728782092354	",1
"1728782092355	",1
"1728782092356	",2
"1728782092357	",2
"1728782092358	",2
"1728782092360	",2
"1728782092361	",2
"1728782092362	",2
"1728782092363	",1
"1728782092364	",1
"1728782092366	",1
"1728782092367	",1
"1728782092368	",1
(blank),
Grand Total,200000
